transformant id	construct id	library	cg number	on targets 	off targets	s19	can repeats	viability	chromosome nr	status	fb numbers	synonyms
107825	108569	KK	CG3412	1	0	1	3	viable	2	available	"FBgn0023437
FBgn0023423
FBgn0063206
FBgn0016060"	"crd
centrosome replication defective
BcDNA:GM02031
Supernumerary limbs
supernumerary limbs
Slmb
slmb
Slimb/Beta-TRCP1
Slimb/beta-TRCP
SLIMB
Slimb
slimb
shv
shiva
pingiel
l(3)00295
icare
ica"
107826	108581	KK	CG4412	1	0	1	2	viable	2	available	"FBgn0064843
FBgn0016119"	"ATP synthase Coupling factor 6
BcDNA:RH08870
F0/F1 ATP synthase Coupling factor 6
ATPsyn-Cf6
ATPase coupling-factor 6
ATPase coupling factor 6"
107827	108609	KK	CG32708	1	0	1	2	viable	2	available	"FBgn0052708
FBgn0030084"	CG6997
107828	110184	KK	CG9008	1	0	1	2	viable	2	available	"FBgn0027905
FBgn0028540"	BG:DS00797.2
107829	101318	KK	CG4878	1	0	1	3	viable	2	available	FBgn0034237	"eIF3-S9
eIF3 S9
cg4878"
107830	101854	KK	CG42275	1	0	1	3	lethal	2	available	"FBgn0010338
FBgn0042224
FBgn0259170
FBgn0052684
FBgn0052682"	"CG32682
CG32684
DM-GI
alpha Mannosidase I
CG17809
CG18799
alpha-mannosidase
alpha-D-mannosidase
MA12
alpha-1
alpha-Man-I
alpha-Man-l
alpha 1
2-mannosidase I
MAN-1
mas-1
mas1
2 mannosidase"
107831	104478	KK	CG13694	1	0	1	3	viable	2	available	FBgn0031219	
107832	104912	KK	CG31858	1	1	0.99	2	viable	2	available	FBgn0051858	"t-cup
tetleys-cup
cup"
107833	106051	KK	CG7675	1	1	1	3	viable	2	available	FBgn0038610	
107834	107760	KK	CG12118	1	0	1	3	viable	2	available	FBgn0030101	
107835	107893	KK	CG8800	1	1	0.99	2	viable	2	available	FBgn0033408	
107836	108293	KK	CG4993	1	0	1	3	viable	2	available	"FBgn0062445
FBgn0027875
FBgn0024734"	"PRL-1
BG:DS07473.3
BcDNA:RE40268
PrL-1
PRL"
107837	109034	KK	CG11050	1	0	1	2	viable	2	available	"FBgn0063152
FBgn0031836"	BcDNA:LD22339
107838	111543	KK	CG15024	1	0	1	3	viable	2	available	FBgn0040699	
107839	100229	KK	CG14650	1	0	1	2	lethal	2	available	FBgn0037252	
107840	102600	KK	CG32775	1	0	1	3	viable	2	available	"FBgn0026081
FBgn0047321
FBgn0052775
FBgn0066114"	"EG:EG0007.5
RE38067
BcDNA:GH05057
CAA21824
DGlcAT-I
GlcAT-I
DmGlcAT-I"
107841	103207	KK	CG14221	1	0	1	2	viable	2	available	FBgn0031042	
107842	103292	KK	CG10505	1	0	1	3	viable	2	available	FBgn0034612	Dme_CG10505
107843	103307	KK	CG13003	1	0	1	2	viable	2	available	FBgn0030798	
107844	103319	KK	CG3692	1	2	1	2	lethal	2	available	"FBgn0030741
FBgn0260450"	"CalpC
Calpain C"
107845	103327	KK	CG3491	1	0	1	2	viable	2	available	FBgn0028887	BG:DS03323.1
107846	103450	KK	CG9932	1	1	0.99	3	viable	2	available	"FBgn0043346
FBgn0032469
FBgn0262160"	"EP2317
Elongation factor 4a
elongation factor 4A
elF-4A
Ef4A"
107847	103695	KK	CG31200	1	0	1	2	viable	2	available	"FBgn0038823
FBgn0051200"	"SPH169
CG17837"
107848	103721	KK	CG10177	1	1	1	4	viable	2	available	FBgn0039083	MLCK-like
107849	103752	KK	CG8584	1	0	1	2	viable	2	available	"FBgn0033322
FBgn0045780"	BEST:LP01468
107850	103792	KK	CG12114	1	1	1	2	viable	2	available	"FBgn0039837
FBgn0060468
FBgn0003484
FBgn0086362"	"l(3)S113003b
spn-F
spindle-F
Spindle-F
lethal (3) S113003b
Spn-F
spindle F
1130/03"
107851	103868	KK	CG15031	1	2	1	2	viable	2	available	"FBgn0030623
FBgn0063314"	"Protein phosphatase Y regulator 1
BcDNA:AT19571
protein phosphatase Y regulator 1
PPYR1"
107852	104003	KK	CG30285	1	0	1	2	viable	2	available	FBgn0050285	
107853	104108	KK	CG5964	1	1	1	3	viable	2	available	FBgn0036206	
107854	104203	KK	CG4984	2	0	1	3	viable	2	available	FBgn0034267	
107855	104284	KK	CG34349	1	0	1	3	viable	2	available	"FBgn0039268
FBgn0054037
FBgn0085378
FBgn0082893"	"CG11819
CG34037
BP1013"
107856	104298	KK	CG31268	1	0	1	3	viable	2	available	FBgn0051268	
107857	104380	KK	CG1146	1	1	1	2	viable	2	available	FBgn0035346	
107858	104447	KK	CG10864	1	0	1	3	viable	2	available	FBgn0038621	
107859	104466	KK	CG12917	1	0	1	2	viable	2	available	FBgn0033490	
107860	104477	KK	CG17836	1	1	1	4	viable	2	available	"FBgn0010781
FBgn0025952
FBgn0038661
FBgn0261113"	"2515
anon-EST:Liang-2.44
XRP1
l(3)02515
lethal (3) 02515
Xrp1
clone 2.44"
107861	104501	KK	CG17198	1	1	0.75	3	viable	2	available	FBgn0039366	
107862	104516	KK	CG8343	1	1	1	2	viable	2	available	"FBgn0033066
FBgn0040502"	"Incilarin-like
GH10831
BEST:GH10831
GH10831-Inc"
107863	104523	KK	CG4955	1	0	1	2	viable	2	available	"FBgn0044528
FBgn0030814"	anon-WO0140519.97
107864	104539	KK	CG9068	1	0	1	3	viable	2	available	FBgn0034106	
107865	104542	KK	CG13137	1	1	1	2	viable	2	available	FBgn0032188	
107866	104545	KK	CG31708	1	1	1	3	viable	2	available	"FBgn0032092
FBgn0032093
FBgn0051708
FBgn0032091"	"CG13103
CT32337
CG13105
CG13104
CT32338"
107867	104568	KK	CG10147	1	1	1	2	viable	2	available	FBgn0035702	
107868	104590	KK	CG15835	1	0	1	2	viable	2	available	FBgn0033233	"Histone demethylase 4A
dJMJD2(1)
dKDM4A
Kdm4A"
107869	104594	KK	CG10431	1	0	1	4	viable	2	available	FBgn0032730	dmCG10431
107870	104597	KK	CG17142	1	0	1	2	lethal	2	available	FBgn0035113	"pyx
pyrexia
CT33412
Pyrexia
Pyx"
107871	104598	KK	CG5999	1	1	1	2	viable	2	available	FBgn0038083	
107872	104602	KK	CG3823	1	1	1	2	viable	2	available	FBgn0029863	
107873	104605	KK	CG30023	1	1	1	0	viable	2	available	"FBgn0082585
FBgn0050023
FBgn0033632"	"sprt
sprite
CG9026"
107874	104614	KK	CG10759	1	1	1	2	lethal	2	available	FBgn0030016	"7a
7D.1
DmOR7a
DOR30
Or7a
Odorant receptor 7a"
107875	104618	KK	CG14511	1	1	1	2	viable	2	available	FBgn0039641	
107876	104619	KK	CG6280	1	0	1	3	viable	2	available	FBgn0033866	
107877	104623	KK	CG6431	1	0	1	2	viable	2	available	FBgn0032289	chr2L_10724193_10724543.0
107878	104626	KK	CG32432	1	0	1	2	viable	2	available	"FBgn0037033
FBgn0037032
FBgn0052432
FBgn0037034"	"CG3116
CG13257
CG13256"
107879	104637	KK	CG7496	1	0	1	2	viable	2	available	FBgn0035806	"Peptidoglycan-recognition protein-SD precursor
pgrp-sd
PGRP-SD
Dm PGRP-SD"
107880	104647	KK	CG6333	1	0	1	3	viable	2	available	FBgn0036731	
107881	104655	KK	CG13325	1	0	1	2	viable	2	available	FBgn0033792	
107882	104657	KK	CG11997	1	0	1	3	viable	2	available	FBgn0037662	
107883	104688	KK	CG11280	1	0	1	4	viable	2	available	"FBgn0025231
FBgn0010452"	"trn
Tartan
0024/05
tartan
0641/17
CT31487
anon-EST:fe2B1
anon-fast-evolving-2B1"
107884	104693	KK	CG14676	1	1	1	2	viable	2	available	FBgn0037388	
107885	104698	KK	CG15639	1	0	1	3	viable	2	available	FBgn0032502	
107886	104709	KK	CG17129	1	0	1	3	viable	2	available	FBgn0035151	
107887	104710	KK	CG7102	1	0	1	2	viable	2	available	"FBgn0031963
FBgn0031961"	CG17973
107888	104713	KK	CG1794	1	1	1	0	lethal	2	available	"FBgn0010512
FBgn0033438
FBgn0061593"	"DM2-MMP
matrix metalloprotease 2
l(2)02353
MMP2
anon-WO0118547.84
Dm2-MMP
dm-2MMP
2-MMP
mmp2
Mmp2
Matrix metalloproteinase
Matrix metalloproteinase 2"
107889	104740	KK	CG15371	1	0	1	3	viable	2	available	FBgn0030108	"Gustatory receptor 8a
Gustatory receptor 8D1
Gr8D1
Gr8a"
107890	104753	KK	CG31525	1	0	1	2	viable	2	available	FBgn0051525	
107891	104780	KK	CG9056	1	1	1	3	viable	2	available	"FBgn0030702
FBgn0260938
FBgn0013512"	"lethal (1) 14Ac
tay bridge
XI
l(1)14Ac
l(1)XI
l(1)13Ff
tay"
107892	104787	KK	CG12048	1	0	1	3	viable	2	available	FBgn0039675	"PPK21
ppk21
pickpocket 21"
107893	104788	KK	CG10704	1	9	0.98	3	viable	2	available	"FBgn0046345
FBgn0036285"	"anon-WO0172774.89
twin of eyg
twin of eyegone
Toe
toe"
107894	104795	KK	CG6125	1	0	1	2	viable	2	available	FBgn0038337	
107895	104799	KK	CG13308	1	0	1	2	viable	2	available	FBgn0035932	
107896	104911	KK	CG42235	1	2	0.99	2	viable	2	available	"FBgn0051090
FBgn0039392
FBgn0039393
FBgn0039390
FBgn0039391
FBgn0039394
FBgn0039389
FBgn0250757"	"CG8951
CG8966
CG8932
CG8957
Na/iodide symporter-like
CG8934
CG14539
CG31090"
107897	104914	KK	CG9927	1	0	1	2	viable	2	available	FBgn0038189	"DART6
Art6
Arginine methyltransferase 6"
107898	104935	KK	CG6802	1	0	1	4	viable	2	available	FBgn0038076	"Cyp313a4
313a4"
107899	105049	KK	CG4983	1	0	1	3	viable	2	available	"FBgn0032371
FBgn0044747"	anon-WO0140519.134
107900	105399	KK	CG31975	2	0	1	4	viable	2	available	"FBgn0051975
FBgn0031223"	CG18501
107901	105409	KK	CG17381	1	2	1	2	viable	2	available	FBgn0039079	"Ir94g
Ionotropic receptor 94g
IR94g
ionotropic receptor 94g"
107902	105532	KK	CG4163	1	0	1	3	viable	2	available	"FBgn0001992
FBgn0032583"	"l(2)35Fb
I(2)35Fb
nompH
BG:DS02740.6
Cyp303a1
303a1
CYP303A1-Dm
lethal(2)35Fb"
107903	105599	KK	CG10486	1	0	1	2	viable	2	available	FBgn0035647	
107904	105607	KK	CG3868	1	0	1	3	viable	2	available	FBgn0036422	
107905	105630	KK	CG4449	1	0	1	2	viable	2	available	FBgn0039065	
107906	106949	KK	CG3557	1	0	1	2	lethal	2	available	FBgn0031423	
107907	107702	KK	CG9160	1	0	1	2	viable	2	available	"FBgn0011361
FBgn0017568"	"NADH ubiquinone oxidoreductase acyl carrier protein
NADH:ubiquinone oxidoreductase Acyl carrier
NADH-ubiquinone oxidoreductase acyl-carrier subunit
mtACP
NADH-ubiquinone oxidoreductase acyl carrier protein
NADH ubiquinone oxidoreductase ACP
mtACP1
ND-AcC
mtacp1
l(3)1303
l(3)j4A6
mitochondrial acyl carrier protein 1
Mitochondrial acyl carrier protein 1"
107908	108190	KK	CG10171	1	0	1	2	viable	2	available	FBgn0036353	
107909	111492	KK	CG16985	1	0	1	2	viable	2	available	"FBgn0035355
FBgn0047125"	BcDNA:RE30174
107910	112800	KK	CG7685	1	2	0.99	2	viable	2	available	FBgn0038619	
107911	113026	KK	CG12755	1	0	1	2	viable	2	available	FBgn0002440	"l(3)mbn1
l(3)mbn-1
lethal(3)malignant blood neoplasm-1
lethal (3) malignant blood neoplasm
MBN
l(3)mbn
l(3)malignant blood neoplasm1"
107912	113243	KK	CG42670	1	0	1	4	viable	2	available	"FBgn0042204
FBgn0037693
FBgn0037694
FBgn0037692
FBgn0024515
FBgn0026188
FBgn0037695
FBgn0063674
FBgn0261552"	"pasilla
EP(3)3406
BcDNA:RE47781
CG16777
Pasilla
CG8144
CG16776
CG16765
CG18509
cg8144
lethal (3) 10615
l(3)10615
PS
ps"
107913	113547	KK	CGnone	0	0	0	0	viable	2	available		
107914	113564	KK	CGnone	0	0	0	0	viable	2	available		
107915	114128	KK	CGnone	0	1	0	0	viable	2	available		
107916	106126	KK	CG43374	1	1	1	2	viable	2	available	"FBgn0030173
FBgn0030172
FBgn0030171
FBgn0263132"	"CG15313
CG15314
CG2989
Cht6
CT5624"
107917	106202	KK	CG1131	1	1	1	2	viable	2	available	"FBgn0015569
FBgn0046454"	"DmalphaE10
fragment K
alpha-Esterase-10
alpha-Ests
Esterase-10
K
alphaE10
aE10
alpha-Est10
anon-WO0172774.144"
107918	106236	KK	CG7160	1	0	1	0	viable	2	available	"FBgn0037114
FBgn0063114"	"BcDNA:LP06027
Cpr78E
DmelCpr78E
Cuticular protein 78E"
107919	106859	KK	CG5278	1	0	1	2	viable	2	temporary unavailable	FBgn0038986	
107920	106959	KK	CG34367	1	1	0.99	2	viable	2	available	"FBgn0032227
FBgn0085396
FBgn0032226"	"CG13141
CG5369"
107921	106981	KK	CG32058	1	0	1	3	viable	2	available	FBgn0052058	"Ionotropic receptor 67c
ionotropic receptor 67c
Ir67c
IR67c"
107922	107110	KK	CG10659	1	0	1	2	viable	2	available	FBgn0032839	
107923	109419	KK	CG8637	1	0	1	2	viable	2	available	"FBgn0028111
FBgn0014866
FBgn0003744"	"NDR
Ndr
l(3)S066917
trc
l(3)76BDa
dmTRC
Nuclear Dbf2-related protein kinase
0669/17
Trc
tricornered
tricorner
Tricornered"
107924	109537	KK	CGnone	0	0	0	0	lethal	2	available		
107925	109577	KK	CG42344	1	1	1	4	viable	2	available	"FBgn0033419
FBgn0033418
FBgn0027377
FBgn0050336
FBgn0083982
FBgn0086376
FBgn0033420
FBgn0050337
FBgn0259246"	"Cast
nc82
Monoclonal antibody nc82
CG12932
CG30337
Nc82
Mabnc82
mAbnc82
CG12933
CG1931
MAbnc82
CG34146
bruchpilot
BRP
NC82
Brp
brp
nc-82
mAb nc82
Bruchpilot
BRUCHPILOT
CG30336"
107926	110368	KK	CG9896	1	0	1	2	viable	2	available	FBgn0034808	
107927	110684	KK	CG6930	1	1	1	3	viable	2	available	"FBgn0037948
FBgn0062876
FBgn0037947
FBgn0011471
FBgn0051364
FBgn0086910"	"lethal (3) neo38
BcDNA:SD16005
l(3)neo38
CG31364
CG14725"
107928	110984	KK	CG5812	1	0	1	2	viable	2	available	"FBgn0039477
FBgn0029170"	"TweedleT
TwdlT
GCR(ich)"
107929	111053	KK	CG3096	1	1	1	3	viable	2	available	FBgn0000216	"Bearded
Brd-C
brd
Brd
DmelCG3096
bearded"
107930	111270	KK	CG15423	1	0	1	3	viable	2	temporary unavailable	FBgn0031580	
107931	111282	KK	CG11163	1	0	1	2	viable	2	available	"FBgn0025693
FBgn0033040"	"BEST:CK02137
CK02137"
107932	111334	KK	CG32192	1	2	0.98	3	viable	2	available	"FBgn0052192
FBgn0045108
FBgn0045082"	"NEST:bs36a12
NEST:bs33g12
bs33g12.y1"
107933	111418	KK	CG30195	1	0	1	2	lethal	2	available	"FBgn0050195
FBgn0034754"	CG13513
107934	111937	KK	CG5854	1	0	1	2	viable	2	available	"FBgn0039130
FBgn0062107"	anon-WO0118547.306
107935	112003	KK	CG18783	1	0	1	3	lethal	2	available	"FBgn0024313
FBgn0001326
FBgn0010668
FBgn0028420
FBgn0042122"	"Kr-h1
44/11
Kr h
Kr-H1
Kr-h
CG9167
l(2)05208
l(2)10642
P381
Krueppel-homolog alpha-isoform
Kruppel homolog 1
Krupple homolog 1
Passion of white
kruppel homolog 1
Kruppel-homolog 1
Kruppel-homolog-1
Pow"
107936	112114	KK	CG2056	1	0	1	2	viable	2	available	FBgn0030051	"c-SP33
Serine Protease Immune Response Integrator
Spirit
spirit
SP33"
107937	112160	KK	CG15304	1	0	1	0	viable	2	available	"FBgn0040943
FBgn0047010
FBgn0047119
FBgn0083167"	"BcDNA:RH45340
putative noncoding RNA 006:X
BcDNA:RE31692
pncr006:X
Neb-cGP"
107938	112402	KK	CG42663	1	0	1	2	viable	2	available	"FBgn0033772
FBgn0033771
FBgn0040756
FBgn0261545
FBgn0062877"	"CG13486
CG18356
CG12488
BcDNA:SD15892"
107939	112425	KK	CG42256	1	0	1	2	viable	2	available	"FBgn0035747
FBgn0052387
FBgn0035748
FBgn0259141
FBgn0063359
FBgn0263218
FBgn0250790
FBgn0035749
FBgn0052389"	"CG8619
CG14828
CG32389
BcDNA:AT03867
Dscam2
Down syndrome cell adhesion molecule 2
CT14584
CT14580
Dscam-like
CT34644
CG17742
CG8618
CG32387"
107940	112553	KK	CG3388	1	1	1	2	viable	2	available	FBgn0001148	"l(2)gsb
gsb-d
BSH9
gooseberry distal
BSH9c2
GSB-D
Gooseberry-distal
Gooseberry distal
gooseberry
l(2)01155
BSH-9
gsb-distal
Gooseberry
gsbd
gsb-2
gsbBSH9
Gsb-d
gsb"
107941	112595	KK	CG31104	1	0	1	2	viable	2	available	"FBgn0039314
FBgn0051104"	CG13657
107942	112678	KK	CG33962	1	0	1	3	viable	2	available	"FBgn0014464
FBgn0030042
FBgn0053962
FBgn0030043"	"CG15348
A
Cp7Fa
CG15349
Chorion protein a at 7F"
107943	107157	KK	CG34381	1	2	0.99	5	viable	2	available	"FBgn0051645
FBgn0031743
FBgn0031742
FBgn0031744
FBgn0046570
FBgn0085410
FBgn0046569"	"CG14004
CG14003
CG14002
CG31645
anon-WO0170980.173
anon-WO0170980.172"
107944	111552	KK	CG31517	1	0	1	2	viable	2	available	"FBgn0051517
FBgn0047199"	BcDNA:LD34214
107945	112459	KK	CG7166	1	0	1	0	viable	2	available	FBgn0037107	CT22143
107946	108014	KK	CG15120	1	0	1	2	viable	2	available	FBgn0034454	
107947	108034	KK	CG11173	1	0	1	2	viable	2	available	FBgn0034913	"usnp
ubisnap
SNAP-29
Ubisnap"
107948	100362	KK	CG42253	1	7	0.99	2	viable	2	available	"FBgn0031899
FBgn0021952
FBgn0063801
FBgn0051906
FBgn0259111"	"l(2)k10316
Ndae1
CG31906
CG4675
anon-WO0257455.13
NDAE1
153385_at
ndae1
Na[+]-driven anion exchanger 1
Ndae-1"
107949	102617	KK	CG7849	1	1	1	2	viable	2	available	FBgn0033060	
107950	107963	KK	CG1461	1	0	1	2	viable	2	temporary unavailable	FBgn0030558	
107951	100166	KK	CG4621	1	0	1	2	sterile	2	available	FBgn0032321	"dYL-1
YL-1"
107952	100538	KK	CG42730	2	1	1	3	lethal	2	available	"FBgn0031783
FBgn0261683"	CG9227
107953	101060	KK	CG16788	1	0	1	2	sterile	2	available	FBgn0037707	"RRM-domain protein
cg16788
RNA-binding protein S1
RnpS1
DEK"
107954	101498	KK	CG12272	1	0	1	2	viable	2	available	FBgn0036571	p118
107955	102008	KK	CG7414	1	0	1	2	viable	2	available	"FBgn0037135
FBgn0062150"	anon-WO0118547.243
107956	102982	KK	CG1602	1	0	1	3	viable	2	available	FBgn0033186	
107957	103199	KK	CG12992	1	0	1	2	viable	2	available	FBgn0030846	
107958	103628	KK	CG32859	1	0	1	3	viable	2	available	"FBgn0052859
FBgn0029560
FBgn0040368
FBgn0029559"	"eIF4E
CG11392
eIF4E-7
CT31794
EG:BACR42I17.1
CG11393"
107959	103861	KK	CG33983	1	0	1	2	viable	2	available	"FBgn0036507
FBgn0036506
FBgn0053983"	"CG7973(short)
CG17014
obst-H
obstructor-H
CG7973"
107960	104524	KK	CG15056	1	0	1	4	viable	2	available	FBgn0030918	
107961	104776	KK	CG33325	1	0	1	2	viable	2	available	FBgn0053325	
107962	105797	KK	CG15890	1	0	1	3	viable	2	available	FBgn0030576	
107963	107381	KK	CG6424	1	0	1	3	viable	2	available	"FBgn0028494
FBgn0045922
FBgn0045920
FBgn0045921
FBgn0061523"	"BcDNA:GH05095
anon-WO0153538.34
anon-WO0153538.32
anon-WO0153538.33
GH05095
anon-WO0118547.96"
107964	107467	KK	CG3253	1	1	1	2	viable	2	available	"FBgn0034977
FBgn0041706"	"L-gene
BEST:GH04269"
107965	107490	KK	CG6695	1	1	1	3	sterile	2	available	FBgn0039215	
107966	108450	KK	CG34379	1	0	1	3	viable	2	available	"FBgn0040749
FBgn0033922
FBgn0033923
FBgn0085408"	"CG8603
Shrm
CG13944
dShrm
dmShroom
Shroom
CG13942"
107967	108541	KK	CG32498	1	0	1	2	viable	2	available	"FBgn0029654
FBgn0029655
FBgn0052498
FBgn0000479
FBgn0024972
FBgn0029653"	"CG14268
EG:BACN5I9.2
EG:BACN05I09.3
EG:96G10.7
EG:140G11.4
CG10791
dunce
dnc
CG10792
CG10797
CG14267
PDEII
Dunce
PDE4
fs(1)M42"
107968	109600	KK	CG13891	1	0	1	2	viable	2	available	FBgn0035139	
107969	109663	KK	CG11626	1	0	1	2	viable	2	available	FBgn0038705	
107970	111307	KK	CG4843	1	1	1	2	viable	2	available	"FBgn0002442
FBgn0003722
FBgn0003724
FBgn0004117
FBgn0026830"	"Tropomyosin 2
Tm127
mTmI
Ifm(3)3
TM2
tropomyosin 127
dro Tm
Tm2
lethal(3)nc99Eb
Tm
tropomyosin2
Tm1
Tropomyosin
DROTROPI1
l(3)nc99Eb
Tn-H
TmI
Ifm(3)5
Ifm-TmI
tropomyosin I
Tropomyosin I
tropomyosin
Tropomyosin-2"
107971	111593	KK	CG6300	1	0	1	2	viable	2	available	FBgn0038730	
107972	111682	KK	CG17906	1	0	1	2	viable	2	available	FBgn0032086	
107973	111927	KK	CG13935	1	0	1	0	viable	2	available	FBgn0035280	"DmelCpr62Bb
Cuticular protein 62Bb
Cpr62Bb"
107974	112028	KK	CG31235	1	0	1	3	viable	2	available	"FBgn0038605
FBgn0038604
FBgn0051235"	"CG7117
CG14311"
107975	112047	KK	CG42235	1	0	1	2	viable	2	available	"FBgn0039391
FBgn0039392
FBgn0039393
FBgn0051090
FBgn0039394
FBgn0039389
FBgn0039390
FBgn0250757"	"CG8951
CG31090
CG8966
CG8934
CG8932
CG8957
Na/iodide symporter-like
CG14539"
107976	112239	KK	CG33544	1	0	1	2	viable	2	available	"FBgn0082835
FBgn0053544
FBgn0069332"	"BP1071
Vitamin-K epoxide reductase
HDC06808
Vkor
VKORC1"
107977	112311	KK	CG12853	1	1	0.99	2	sterile	2	available	"FBgn0040747
FBgn0045180"	"NEST:bs26d12
bs26d12.y1"
107978	112381	KK	CG32597	1	0	1	0	viable	2	available	"FBgn0066821
FBgn0030548
FBgn0040153
FBgn0052597
FBgn0030547"	"l(1)G0469
lethal (1) G0469
CG11595
anon-WO03040301.232
CG12482"
107979	112663	KK	CG34372	1	0	1	2	viable	2	available	"FBgn0040663
FBgn0040662
FBgn0034868
FBgn0040664
FBgn0085401
FBgn0034864"	"CG18678
CG13556
CG18679
CG13552
CG13553"
107980	113252	KK	CG4019	1	1	1	2	viable	2	available	FBgn0034885	Aqp4019
107981	100926	KK	CG43367	1	0	1	2	viable	2	available	"FBgn0263110
FBgn0035507
FBgn0035509
FBgn0035514"	"CG1332
CG1308
CG1295"
107982	101496	KK	CG7582	1	0	1	2	viable	2	available	FBgn0039681	
107983	102519	KK	CG15701	1	0	1	3	viable	2	available	FBgn0034095	
107984	103153	KK	CG7573	1	0	1	4	viable	2	available	FBgn0036153	
107985	104650	KK	CG3216	1	0	1	3	viable	2	available	FBgn0034568	GYC
107986	107732	KK	CG42551	1	0	1	2	viable	2	available	"FBgn0061057
FBgn0061128
FBgn0040108
FBgn0260724
FBgn0261618
FBgn0047231
FBgn0039579
FBgn0039578"	"Larp
CG14066
larp1
BcDNA:LD02611
dlarp
meteor
lethal (3) S003108
Drosophila La related protein
0225/29
lethal (3) S022529
0031/08
CG14065
larp
La-related protein
La related protein
l(3)S003108
l(3)S022529"
107987	108718	KK	CG1659	1	0	1	2	viable	2	available	FBgn0025549	"Unc-119
dm unc-119
unc-119
anon-EST:Posey123
Unc119
DmUNC-119"
107988	100427	KK	CG10335	1	0	1	4	viable	2	available	FBgn0036271	"Porphobilinogen synthase
DmPBGS
Pbgs"
107989	100451	KK	CG12863	1	0	1	2	viable	2	available	FBgn0033948	
107990	100457	KK	CG7265	1	0	1	3	viable	2	available	FBgn0038272	
107991	100482	KK	CG1634	1	0	1	3	viable	2	available	"FBgn0040142
FBgn0004669
FBgn0002968
FBgn0027311
FBgn0040165"	"central brain deranged
RA35
l(1)G0099
nrg
NRG
l(1)G0413
Neuroglian
lethal (1) G0488
Ngl
ceb
l(1)G0488
neuroglian
l(1)7Fa
Nrg
CT4318"
107992	100498	KK	CG7154	1	1	1	3	viable	2	available	FBgn0031947	
107993	100512	KK	CG11895	1	0	1	4	viable	2	available	"FBgn0026246
FBgn0024836"	"starry Night
CT20776
Flamingo
fmi/stan
Stan
stan
serpentine cadherin
flamingo
Starry Night
Fmi
starry night
Flam
fmi
Starry night"
107994	100528	KK	CG14544	1	0	1	2	viable	2	available	FBgn0039407	
107995	100576	KK	CG2219	1	1	1	2	viable	2	available	"FBgn0039889
FBgn0063303"	"CG 2219
ARL4B
BcDNA:AT26185"
107996	100581	KK	CG10443	1	0	1	3	viable	2	available	"FBgn0010057
FBgn0000464"	"DLar
bypass
dlar
Dlar
DLAR
PTP38A
leukocyte-antigen-related-like
Leukocyte-antigen-related-like
LAR
LAR receptor tyrosine phosphatase
Lar"
107997	100582	KK	CG2275	1	1	1	3	lethal	2	available	"FBgn0001291
FBgn0023037
FBgn0015487
FBgn0017591
FBgn0002124"	"AP1
d-jun
c-Jun
DJun
djun
AP-1
DJUN
d-Jun
lethal(2)IA109
D-jun/Jra
JUN
dJun
activator protein 1
D-jun
dJUN
Djun
l(2R)IA109
lethal(2)1A109
l(2)46Ef
Jun oncogene
cJun
l(2)IA109
Jun related antigen
V
Jun-related antigen
dAP-1
dm-Jun
Complementation group V
dJra
Jun
jun
D-Jun
jra
JRA
d-JRA
Jra
dJRA"
107998	100586	KK	CG6238	1	0	1	3	viable	2	available	"FBgn0039253
FBgn0041200
FBgn0010740
FBgn0029157"	"Mkph
slingshot
MKP-like
MKP
l(3)01207
ssh
MAP-kinase-phosphatase
Ssh
Slingshot
SSH"
107999	100605	KK	CG9630	1	0	1	3	viable	2	temporary unavailable	FBgn0037561	"cg9630
DmRH16"
108000	100662	KK	CG4261	1	0	1	2	viable	2	available	FBgn0022787	"89B
BTAF1
89B helicase
89B Helicase
Helicase89B
Mot1
Helicase 89B
Hel89B"
108001	100666	KK	CG5313	1	1	1	2	viable	2	available	FBgn0032244	"Rfc3
DRFC
RfC3
Drosophila replication factor C
Replication factor C subunit 3
DmRFC3"
108002	100764	KK	CG8233	1	1	1	4	lethal	2	available	FBgn0033897	"NSL3
Rcd1
Reduction in Cnn Dots 1
Reduction in Cnn dots 1
non-specific lethal 3"
108003	101121	KK	CG8768	1	0	1	2	viable	2	available	FBgn0033769	
108004	101188	KK	CG6650	1	0	1	2	viable	2	available	"FBgn0036402
FBgn0046470
FBgn0026212
FBgn0046471
FBgn0046472"	"l(3)S067006
l(3)067006
anon-WO0172774.121
0670/06
anon-WO0172774.122
anon-WO0172774.123"
108005	101228	KK	CG33103	1	0	1	2	viable	2	available	"FBgn0053103
FBgn0039586
FBgn0003137
FBgn0039587"	"lacunin
CT3186
Papilin
Ppn
CG1540
CT41988
lacunin-like
ppl
papilin
ppn
CG18436"
108006	101285	KK	CG34157	1	1	1	2	sterile	2	available	"FBgn0051175
FBgn0000435
FBgn0260003
FBgn0024242
FBgn0038710
FBgn0038713
FBgn0038711"	"detached
dys
Dystrophin Dp186
Dystrophin-like protein 2
Dystrophin-like protein 186
Dystrophin-like protein 1
dystrophin
Dys
DLP
DLP1
Dp205
Dp186
Dp117
DmDYS
dmDp186
DmDLP
DLP186
DLP3
dmDLP
CG7344
det
Dystrophin
CG7240
CG7243
GI3046716
CG17750
Dystrophin-like protein 3
CG31175
IDLP
DLP2"
108007	101312	KK	CG4705	1	0	1	2	viable	2	available	FBgn0032339	
108008	101370	KK	CG7536	1	1	1	3	viable	2	available	FBgn0030890	
